,reviewed_at,helpful,content,review_heading,rating,images,review_id,country,year,season,RT,zone,found_helpful
48,2018-03-14,10,"Nothing junk, nothing special. People need to realize you aren't going to get a $100 comforter for $40. The pillow cases are decent, the ones I already have are softer though. Wish it was a bit bigger, but a size like queen/full will always be a compromise (slightly small queen/slightly large large full).The plastic tote bag is absolutely useless though, the only way this fits in the bag is if it is the whole thing is vacuum sealed (like it is shipped). The bag will be useful to pack some sheet sets, but absolutely useless for this.",It's decent for the money,4,,RPODOH3B5B7MQ,USA,2018,winter,Positive,North-America,True
49,2020-05-10,2,"Very soft and light weight, keep you warm in the cold, and cool when it’s hot. I love the colors, I got Taupe (which goes very well with our sage green sheets) and Grey (for our navy sheets). The comforter is also large enough to cover both me and my 6’3 boyfriend, both long and short ways.The only thing I don’t like is that the sham pillow cases are not very soft, so if you’re looking at using those for sleeping, you might want to consider buying different pillow cases.Also, I noticed a lot of people commenting on the comforters not holding up in the wash- I’ve washed on delicates and cold water, and dried on perm press. No issues at all.(Excuse the mattress on the floor picture, we’ve just moved and haven’t bought a bed frame yet).",Love it!,5,https://images-na.ssl-images-amazon.com/images/I/71IEG27MwiL._SY88.jpg,RDY2W8ZFBGMMF,USA,2020,spring,Positive,North-America,True
50,2021-06-25,0,Excellent delivery & service. Great quality and value for money.,Perfect all in one Gadget!,5,,R2KAK6NLR5QY45,UK,2021,summer,Positive,Europe,False
51,2021-07-06,0,This echo show is the first.oje I have ever owned. But I have loved it all the way. So much so that I will be investing in another one soon.,awesome device,5,,R2E3VJ5XG417NS,UK,2021,summer,Positive,Europe,False
52,2021-06-19,0,Bought to replace an ageing DAB radio alarm clock. Very pleased. Speed of response is amazing.,Very good - well pleased,5,,R5M60HEXVVFRU,UK,2021,spring,Positive,Europe,False
53,2021-06-21,0,Drop in to friends with show devises.,Another piece of the IOT.,5,,R10ALYYBPDK2L6,UK,2021,summer,Positive,Europe,False
54,2021-06-26,0,"Nothing to dislike, everything to like about it","Easy set-up, Easy to use",5,,R2HZ8L1Z6A9EFE,UK,2021,summer,Positive,Europe,False
55,2021-06-25,0,The only disappointing feature is the lack of headphone socket.Can use Bluetooth headphones but that is an added expense..,Neat and fits nicely beside the bed,5,,R1X8MF5OBG0X1D,UK,2021,summer,Positive,Europe,False
56,2021-06-20,0,"To be quite honest if I knew it was so small I would not have bothered buying it, I have a lots of echos of all styles and this is probably the worst purchase I have made. It now lives in the back of a cupboard",Do not buy,1,,R39O0LM0I2YAND,UK,2021,spring,Negative,Europe,False
57,2021-07-09,0,This was a present for my granddaughter to help with her reading and she loves it.,Awesome,5,,RS4OI4B6QJWI5,UK,2021,summer,Positive,Europe,False
58,2021-06-26,0,Unable to set up Netflix - followed all the steps signed in to my account  but it doesn’t play anything despite numerous attempts and troubleshooting,Not good for Netflix,2,,R1ZM7Z04N5D0MF,UK,2021,summer,Negative,Europe,False
59,2021-06-15,0,It’s great companion and lot of fun.,Echo Show 5,5,,R2YO1M0H7ZOBCQ,UK,2021,spring,Positive,Europe,False
60,2020-03-01,3,"When I first got this comforter I was in love with it. The color, the feel, the weight were all perfect. Unfortunately, after a few months some white pilling started to appear. I thought it might be from a fluffier blanket I was using on top of it for the winter. However, when I went to pick the pills off, I realized it was the batting coming out right through the material. So now I can't pick these pills off or I'll have an empty comforter.",Batting coming out,2,https://images-na.ssl-images-amazon.com/images/I/71WIYVND6qL._SY88.jpg ~ https://images-na.ssl-images-amazon.com/images/I/71XqsxEmqkL._SY88.jpg ~ https://images-na.ssl-images-amazon.com/images/I/81DJ2ICExLL._SY88.jpg,R3JXQJYDXLQ1AC,USA,2020,winter,Negative,North-America,True
61,2021-01-24,1,"I purchased two orange comforters for two twin beds. The orange color is vibrant and maintained it's color and thickness  after the initial wash. The width of the comforter does not give adequate coverage. If you are looking for the comforter to go to the floor on both  sides,  you may need to buy the next size up. For example, I should have purchased a full or a queen for my twin bed.  Be sure to take measurements so that you know how much fabric you'll need on either side of your bed depending upon the thickness of your mattress.  Other than the size of the twin comforter, I would buy this product again at a larger size.",You may need a larger size?,2,,R3THBQWP376LAV,USA,2021,winter,Negative,North-America,True
62,2021-04-25,0,"I gave this 5 stars at first when I first bought it a few months ago, because I really love it- it's beautiful, soft, and lightweight yet warm. Exactly what I wanted and at a great price. However, after a few washes I started to notice it creating little white pills all over it. At first they were fairly easy to pick off but then when I pulled off some of them, I realized they were coming from inside of the comforter, so the fabric on the inside was coming out through tiny holes in the fabric. It's really disappointing because now it doesn't look nice at all and it's not like I've had it for that long.. ☹️ so now I'm on the market for a new comforter. I really love this comforter but it just didn't hold up well. I guess you get what you pay for. It's still usable, I guess. My daughter likes it, and we just upgraded her bed from a twin to a queen, so I guess she can have this one and I will find one of better quality for myself.","Loved it at first, but didn't last very long. 5 stars at first-- 3 stars after ~3 months.",3,https://images-na.ssl-images-amazon.com/images/I/A1Hgfg1Ck9L._SY88.jpg,R2CBQ3B1YE7QM,USA,2021,spring,Neutral,North-America,False
63,2020-11-20,2,"SO COMFY— for about 2 months. And then falls apart. This is the second comforter I’ve ordered from this brand. The first time I was hoping that it was a fluke, but now I see it’s just a very, very fragile fabric. Would not recommend. Two times now, it had ripped for absolutely no reason. I regret buying this brand, this time the rip is absolutely humungous, not sure how to salvage this one but of course, my return window is closed.",NOT WORTH IT!!! Rips after two months,1,,R10A0DPMHYCUBX,USA,2020,autumn,Negative,North-America,True
